place;catu;sexe;secu1;year_acc;victim_age;catv;obsm;motor;catr;circ;surf;situ;vma;jour;mois;lum;dep;com;agg_;int;atm;col;lat;long;hour;nb_victim;nb_vehicules
1;1;1;8.0;2021;17.0;1.0;2.0;5.0;7;2.0;2.0;1.0;50.0;24;5;2;83;83144;2;1;1.0;2.0;43.1425337978;5.9952724783;6;2;2
1;1;1;2.0;2021;55.0;1.0;0.0;1.0;4;2.0;1.0;1.0;80.0;1;8;1;4;4069;1;1;0.0;7.0;43.879776;6.555898;16;1;1
1;1;1;2.0;2021;56.0;1.0;2.0;5.0;3;2.0;1.0;1.0;30.0;4;2;1;6;6085;2;1;0.0;1.0;43.596118;7.001734;16;2;2
10;3;1;0.0;2021;85.0;5.0;1.0;1.0;7;2.0;1.0;1.0;30.0;27;9;1;13;13032;2;1;0.0;1.0;43.56846;5.354993;9;2;1
2;2;2;1.0;2021;39.0;2.0;2.0;1.0;1;3.0;1.0;1.0;90.0;31;12;3;93;93005;1;1;0.0;3.0;48.96795092;2.479499269;19;3;2
1;1;1;2.0;2021;17.0;1.0;0.0;1.0;4;3.0;1.0;1.0;50.0;26;7;1;37;37122;2;3;0.0;7.0;47.3513941;0.68141381;8;1;1
1;1;2;1.0;2021;38.0;2.0;2.0;1.0;3;2.0;1.0;1.0;70.0;25;3;1;64;64348;1;1;0.0;2.0;43.32252;-0.39021;15;2;2
1;1;1;1.0;2021;44.0;2.0;0.0;1.0;1;1.0;1.0;8.0;130.0;24;9;3;72;72047;1;1;0.0;6.0;47.921634;0.301781;2;1;1
1;1;1;2.0;2021;14.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;23;7;1;202;202042;1;1;0.0;1.0;42.578955;9.464212;17;2;2
1;1;1;2.0;2021;37.0;1.0;0.0;5.0;3;2.0;2.0;1.0;500.0;9;9;1;76;76447;2;1;1.0;7.0;49.5377579448;0.175369028;16;1;1
1;1;1;1.0;2021;36.0;2.0;2.0;1.0;3;3.0;1.0;1.0;110.0;15;10;1;10;10081;1;1;0.0;2.0;48.32781;4.06099;18;2;2
1;1;1;1.0;2021;23.0;2.0;0.0;1.0;3;2.0;1.0;1.0;50.0;28;10;1;27;27701;1;1;0.0;2.0;49.24914;1.18546;11;3;2
1;1;1;8.0;2021;60.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;3;9;5;72;72181;2;1;0.0;1.0;47.99948;0.19975;22;2;2
1;1;2;1.0;2021;75.0;5.0;2.0;1.0;4;2.0;1.0;1.0;50.0;8;3;1;988;98818;2;1;0.0;4.0;-22.22655;166.46464;10;5;5
1;1;1;1.0;2021;21.0;2.0;2.0;1.0;4;2.0;2.0;1.0;50.0;4;11;1;45;45169;2;3;1.0;3.0;47.91031;1.85751;14;2;2
1;1;1;2.0;2021;81.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;20;10;1;64;64335;2;6;1.0;3.0;43.336166014;-0.4343032837;14;2;2
1;1;1;2.0;2021;43.0;1.0;2.0;1.0;1;3.0;1.0;1.0;90.0;1;9;1;94;94022;1;1;0.0;6.0;48.7738;2.40845;17;2;2
1;1;2;2.0;2021;30.0;1.0;9.0;1.0;2;2.0;1.0;1.0;50.0;3;3;1;976;97611;2;1;0.0;7.0;-12.76834;45.22432;11;1;1
1;1;1;8.0;2021;53.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;30;4;5;75;75110;2;2;0.0;3.0;48.879325;2.357096;21;3;2
1;1;2;1.0;2021;50.0;2.0;2.0;1.0;4;1.0;1.0;1.0;30.0;20;10;1;972;97213;2;1;0.0;6.0;14.612695;-61.002872;14;4;3
2;2;2;1.0;2021;11.0;2.0;2.0;1.0;1;1.0;1.0;1.0;90.0;25;8;1;91;91377;1;1;0.0;2.0;48.7239;2.2981;17;3;2
1;1;1;2.0;2021;24.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;11;3;1;43;43041;2;3;0.0;3.0;45.048;3.9199;13;3;2
1;1;1;1.0;2021;43.0;2.0;0.0;1.0;4;2.0;1.0;1.0;50.0;24;9;3;27;27701;2;1;0.0;1.0;49.24837;1.17426;22;3;2
1;1;1;0.0;2021;11.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;26;8;1;14;14193;1;1;0.0;5.0;49.131436;0.331725;18;3;3
1;1;1;1.0;2021;63.0;4.0;9.0;1.0;3;2.0;1.0;1.0;90.0;1;7;1;52;52423;1;1;0.0;6.0;48.245768;5.32824;15;1;1
10;3;2;0.0;2021;49.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;31;5;1;94;94076;2;1;0.0;6.0;48.78768;2.36785;15;2;1
2;2;1;1.0;2021;17.0;2.0;2.0;1.0;7;1.0;2.0;1.0;50.0;6;5;5;69;69259;2;1;1.0;1.0;45.7214;4.88375;21;3;2
1;1;1;2.0;2021;43.0;1.0;2.0;1.0;2;2.0;1.0;1.0;50.0;24;10;1;974;97417;1;1;0.0;2.0;-21.347878;55.792608;12;3;2
10;3;1;0.0;2021;80.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;9;4;1;16;16028;2;1;0.0;6.0;45.471722;-0.154329;12;2;1
1;1;2;1.0;2021;24.0;2.0;2.0;2.0;4;2.0;2.0;1.0;50.0;22;11;1;64;64024;2;1;1.0;2.0;43.4803;-1.52038;13;2;2
1;1;1;1.0;2021;87.0;2.0;2.0;1.0;3;2.0;2.0;1.0;80.0;6;12;2;58;58046;1;1;1.0;1.0;46.862678;3.663104;8;3;2
1;1;1;0.0;2021;17.0;1.0;2.0;3.0;4;2.0;2.0;1.0;50.0;19;5;1;69;69290;1;1;0.0;2.0;45.69729;4.98269;17;2;2
1;1;2;1.0;2021;65.0;2.0;0.0;1.0;6;2.0;1.0;8.0;30.0;18;7;1;32;32013;1;1;0.0;6.0;43.63054;0.58127;8;1;1
1;1;1;8.0;2021;17.0;1.0;2.0;1.0;3;2.0;2.0;1.0;50.0;19;5;1;973;97302;2;1;1.0;2.0;4.92037;-52.32077;14;2;2
1;1;1;1.0;2021;27.0;2.0;0.0;1.0;3;3.0;1.0;1.0;90.0;25;9;2;57;57038;1;1;1.0;6.0;49.472934;5.949818;5;1;1
1;1;1;1.0;2021;50.0;2.0;2.0;1.0;3;2.0;1.0;1.0;50.0;3;6;1;31;31547;2;1;0.0;3.0;43.505681;1.322747;9;2;2
1;1;1;2.0;2021;21.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;13;6;1;13;13209;2;1;0.0;3.0;43.26111;5.40588;21;2;2
1;1;2;1.0;2021;25.0;2.0;2.0;1.0;3;2.0;1.0;1.0;70.0;22;12;1;64;64315;1;3;0.0;1.0;43.30453;-0.438117;13;2;2
4;2;1;8.0;2021;33.0;4.0;2.0;6.0;4;1.0;1.0;1.0;50.0;25;8;1;75;75115;2;3;0.0;2.0;48.837753;2.297427;19;3;2
1;1;2;1.0;2021;31.0;2.0;2.0;1.0;3;2.0;1.0;1.0;90.0;2;12;3;51;51326;1;2;0.0;1.0;49.105327;4.318303;7;2;2
1;1;2;8.0;2021;21.0;1.0;0.0;3.0;4;2.0;1.0;6.0;30.0;5;10;1;17;17300;2;1;0.0;7.0;46.13952;-1.15544;17;1;1
1;1;1;1.0;2021;18.0;1.0;0.0;1.0;4;2.0;1.0;1.0;50.0;6;9;1;974;97411;2;3;0.0;3.0;-20.89874;55.46749;8;2;2
1;1;1;2.0;2021;62.0;1.0;2.0;5.0;4;2.0;1.0;1.0;30.0;6;10;1;91;91477;2;1;0.0;3.0;48.706001;2.208818;8;2;2
10;3;1;0.0;2021;46.0;5.0;1.0;1.0;2;1.0;1.0;1.0;50.0;5;8;1;974;97411;2;1;0.0;6.0;-20.8855462184;55.4699720442;11;2;1
1;1;1;2.0;2021;29.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;2;7;1;974;97407;2;2;0.0;3.0;-20.94918;55.29393;15;2;2
1;1;1;1.0;2021;23.0;2.0;0.0;1.0;3;2.0;1.0;8.0;50.0;24;1;1;37;37115;2;1;0.0;6.0;46.966331302;0.7036013603;13;1;1
1;1;1;8.0;2021;46.0;1.0;2.0;5.0;4;2.0;1.0;1.0;10.0;2;6;1;67;67482;2;1;0.0;1.0;48.5835;7.75019;16;2;2
10;3;1;0.0;2021;22.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;2;11;1;61;61214;2;1;0.0;6.0;48.756482;0.633693;9;3;1
1;1;1;1.0;2021;30.0;2.0;2.0;1.0;7;1.0;2.0;1.0;70.0;23;6;1;69;69266;1;1;1.0;2.0;45.7835;4.8916;20;2;2
1;1;1;0.0;2021;23.0;2.0;4.0;1.0;4;3.0;1.0;1.0;50.0;17;6;1;25;25056;2;2;0.0;3.0;47.223024;5.9662781;12;4;2
5;2;1;0.0;2021;22.0;3.0;2.0;1.0;3;2.0;1.0;6.0;50.0;1;8;4;94;94028;2;6;0.0;3.0;48.77117;2.42901;0;3;2
1;1;1;2.0;2021;23.0;1.0;0.0;1.0;4;2.0;9.0;1.0;50.0;30;8;1;38;38229;2;1;0.0;7.0;45.221147;5.797316;18;1;1
1;1;1;1.0;2021;60.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;30;11;3;58;58178;1;1;0.0;7.0;46.932166;3.668444;20;1;1
1;1;1;2.0;2021;22.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;5;11;1;91;91377;2;1;0.0;5.0;48.73333;2.28333;13;3;3
1;1;1;2.0;2021;30.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;8;9;1;78;78030;1;1;0.0;3.0;48.694826;1.907641;13;2;2
1;1;2;1.0;2021;20.0;2.0;5.0;1.0;3;2.0;1.0;1.0;90.0;26;10;3;61;61344;1;1;0.0;6.0;48.673372;-0.236614;20;2;1
10;3;1;0.0;2021;13.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;23;6;1;94;94033;2;1;0.0;6.0;48.8562;2.486;20;2;1
1;1;1;8.0;2021;21.0;1.0;2.0;5.0;4;1.0;1.0;1.0;30.0;1;5;1;75;75118;2;2;0.0;3.0;48.891213;2.343641;9;2;2
1;1;1;2.0;2021;23.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;15;12;1;13;13117;2;3;0.0;1.0;43.42516;5.27806;15;2;2
4;2;1;1.0;2021;11.0;2.0;2.0;1.0;3;2.0;1.0;1.0;50.0;7;4;1;92;92064;2;1;0.0;4.0;48.85871;2.22386;15;6;3
1;1;1;2.0;2021;36.0;1.0;0.0;1.0;4;2.0;2.0;3.0;80.0;17;3;3;42;42081;1;1;1.0;7.0;45.600578;4.265909;0;1;1
1;1;1;1.0;2021;24.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;23;6;1;85;85133;1;2;0.0;3.0;46.37081;-0.73098;7;2;2
2;2;2;1.0;2021;17.0;5.0;2.0;1.0;7;1.0;2.0;1.0;50.0;17;2;5;21;21231;2;3;1.0;3.0;47.30286;5.07142;21;3;2
1;1;1;1.0;2021;45.0;2.0;0.0;1.0;2;3.0;1.0;1.0;110.0;15;4;3;26;26004;1;1;0.0;6.0;44.98681;4.98104;6;2;2
10;3;1;0.0;2021;11.0;1.0;1.0;1.0;4;1.0;1.0;1.0;50.0;26;5;1;92;92060;2;8;0.0;6.0;48.7823242932;2.258194685;9;2;1
1;1;1;2.0;2021;24.0;1.0;2.0;1.0;4;2.0;2.0;1.0;50.0;8;12;1;26;26198;2;1;0.0;3.0;44.58073;4.753132;13;3;2
10;3;1;0.0;2021;5.0;2.0;1.0;1.0;3;2.0;2.0;1.0;50.0;21;10;1;59;59249;2;1;1.0;6.0;50.015599;4.048499;17;2;1
1;1;2;2.0;2021;40.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;20;2;1;35;35238;2;4;0.0;3.0;48.12058;-1.67202;16;2;2
1;1;1;2.0;2021;26.0;1.0;0.0;1.0;4;2.0;2.0;1.0;30.0;1;12;5;75;75117;2;3;0.0;7.0;48.887728;2.311385;18;1;1
1;1;2;1.0;2021;24.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;11;10;1;13;13208;2;9;0.0;5.0;43.26;5.39;14;6;6
1;1;2;1.0;2021;77.0;2.0;0.0;1.0;3;2.0;1.0;8.0;50.0;11;5;1;14;14225;2;6;0.0;6.0;49.27617;-0.10198;10;2;1
2;2;1;1.0;2021;32.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;25;11;1;57;57087;1;1;0.0;7.0;49.16803;6.620384;14;2;1
1;1;1;8.0;2021;37.0;2.0;2.0;1.0;4;2.0;2.0;1.0;50.0;18;2;5;75;75115;2;2;0.0;3.0;48.83472;2.305191;20;2;2
1;1;1;8.0;2021;15.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;17;12;1;91;91223;2;2;0.0;1.0;48.43328;2.15524;12;2;2
10;3;1;0.0;2021;3.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;21;12;1;88;88413;2;9;1.0;1.0;48.28618;6.95649;10;4;2
1;1;1;8.0;2021;22.0;1.0;0.0;3.0;4;3.0;1.0;1.0;50.0;20;3;1;95;95572;2;1;0.0;6.0;49.0378729193;2.1458368951;18;1;1
1;1;2;1.0;2021;56.0;2.0;2.0;1.0;4;3.0;1.0;1.0;50.0;31;3;1;75;75116;2;2;0.0;2.0;48.8671825955;2.2953647375;19;2;2
10;3;1;0.0;2021;31.0;2.0;1.0;1.0;3;2.0;1.0;1.0;80.0;17;10;3;7;7279;1;1;0.0;6.0;44.417283;4.653879;6;2;1
2;2;2;1.0;2021;76.0;2.0;2.0;1.0;7;3.0;1.0;1.0;50.0;30;6;1;69;69259;2;9;0.0;4.0;45.71303;4.89871;15;5;3
1;1;1;2.0;2021;35.0;1.0;2.0;5.0;4;1.0;2.0;1.0;30.0;6;5;1;75;75108;2;2;1.0;3.0;48.873234;2.317926;13;2;2
2;2;1;1.0;2021;21.0;2.0;0.0;1.0;3;2.0;1.0;1.0;50.0;30;5;3;201;201288;1;1;0.0;6.0;41.571159;9.185134;1;2;1
1;1;1;1.0;2021;42.0;2.0;0.0;1.0;1;1.0;1.0;1.0;50.0;30;6;1;92;92036;1;1;0.0;2.0;48.9406783537;2.2926308104;21;2;2
1;1;1;2.0;2021;16.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;4;11;1;52;52121;2;1;0.0;3.0;48.10486;5.13037;13;2;2
1;1;1;1.0;2021;38.0;2.0;0.0;1.0;4;2.0;1.0;3.0;50.0;15;12;3;37;37027;2;1;0.0;6.0;47.3179430884;0.9985247254;22;1;1
1;1;1;2.0;2021;16.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;2;6;2;44;44096;2;3;1.0;3.0;47.435788;-1.228613;18;2;2
1;1;1;2.0;2021;50.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;4;2;1;94;94028;2;1;0.0;3.0;48.78567;2.44875;16;2;2
10;3;1;0.0;2021;5.0;1.0;1.0;1.0;4;2.0;1.0;1.0;50.0;17;2;1;976;97611;2;1;0.0;6.0;-12.77226;45.2222;12;2;1
1;1;1;1.0;2021;28.0;2.0;2.0;1.0;1;3.0;1.0;1.0;90.0;18;11;2;93;93005;1;1;0.0;2.0;48.96374;2.47295;5;2;2
2;2;2;1.0;2021;21.0;2.0;0.0;1.0;3;2.0;2.0;3.0;50.0;3;12;5;76;76270;2;1;1.0;6.0;49.52718;0.12587;22;2;1
1;1;1;2.0;2021;32.0;1.0;2.0;1.0;4;2.0;2.0;1.0;30.0;27;11;1;75;75119;2;1;1.0;1.0;48.877985;2.376214;16;2;2
1;1;1;2.0;2021;22.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;27;7;1;92;92048;2;1;0.0;3.0;48.8184120889;2.2295728326;9;2;2
1;1;1;8.0;2021;52.0;1.0;0.0;1.0;3;2.0;2.0;1.0;50.0;29;10;1;78;78486;2;1;1.0;6.0;48.68914;1.85153;12;2;2
2;2;1;1.0;2021;29.0;2.0;0.0;1.0;3;2.0;2.0;3.0;70.0;26;6;5;59;59540;1;1;1.0;6.0;51.03525;2.31986;3;2;1
2;2;2;0.0;2021;38.0;5.0;2.0;1.0;2;2.0;1.0;3.0;50.0;18;9;1;973;97311;2;1;0.0;1.0;5.493429;-54.015537;17;3;2
1;1;2;1.0;2021;60.0;2.0;0.0;1.0;1;1.0;1.0;1.0;130.0;27;5;1;83;83023;1;1;0.0;6.0;43.4192236431;6.0911462136;11;1;1
1;1;2;2.0;2021;26.0;1.0;2.0;5.0;4;1.0;1.0;6.0;30.0;27;10;5;75;75102;2;7;0.0;3.0;48.870296;2.33269;20;2;2
1;1;1;2.0;2021;53.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;12;6;1;64;64430;2;1;1.0;5.0;43.4796;-0.780024;16;3;3
1;1;1;1.0;2021;23.0;2.0;2.0;1.0;1;2.0;1.0;1.0;130.0;6;8;1;26;26179;1;1;0.0;4.0;45.067701;4.871042;17;7;3
2;2;1;1.0;2021;10.0;2.0;2.0;1.0;4;3.0;1.0;1.0;50.0;8;8;1;45;45147;2;2;0.0;3.0;47.933507987;1.9214061563;14;4;2
4;2;2;8.0;2021;29.0;2.0;0.0;1.0;4;1.0;2.0;1.0;50.0;4;10;1;69;69388;2;1;1.0;2.0;45.73717;4.87588;18;3;2
10;3;1;0.0;2021;83.0;2.0;1.0;1.0;3;2.0;1.0;1.0;50.0;22;10;1;57;57221;2;1;1.0;6.0;49.3265;6.12039;10;2;1
2;2;2;1.0;2021;69.0;2.0;2.0;1.0;4;1.0;2.0;1.0;70.0;14;12;5;27;27229;1;1;0.0;5.0;49.01545;1.18125;17;5;4
2;2;2;1.0;2021;66.0;2.0;2.0;1.0;2;2.0;1.0;1.0;80.0;26;7;1;5;5040;1;1;0.0;1.0;44.53517;6.300766;17;3;2
1;1;2;1.0;2021;26.0;2.0;2.0;1.0;3;2.0;1.0;1.0;50.0;7;10;1;1;1053;2;2;0.0;3.0;46.2036;5.24247;13;2;2
1;1;1;2.0;2021;47.0;1.0;2.0;5.0;4;3.0;1.0;5.0;50.0;2;7;1;75;75120;2;3;0.0;3.0;48.852724;2.410793;17;2;2
10;3;2;8.0;2021;37.0;2.0;1.0;1.0;4;2.0;1.0;1.0;30.0;22;9;1;54;54395;2;6;0.0;6.0;48.7000290466;6.1427977018;9;2;1
1;1;2;1.0;2021;39.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;28;9;1;71;71153;2;1;0.0;2.0;46.8085007415;4.4288931866;18;2;2
1;1;1;5.0;2021;43.0;2.0;0.0;1.0;3;3.0;1.0;1.0;90.0;24;4;1;91;91132;1;1;0.0;7.0;48.511139;2.202166;18;1;1
1;1;1;1.0;2021;44.0;2.0;2.0;1.0;3;2.0;2.0;1.0;80.0;8;2;5;83;83127;1;6;1.0;1.0;43.268519;5.780611;19;2;2
1;1;2;1.0;2021;43.0;2.0;2.0;1.0;3;2.0;2.0;1.0;50.0;11;2;1;973;97302;2;3;1.0;3.0;4.938166087;-52.2991651297;17;2;2
1;1;1;2.0;2021;17.0;1.0;0.0;1.0;3;2.0;1.0;1.0;50.0;23;11;5;92;92048;2;1;0.0;7.0;48.8060036976;2.2357660532;20;1;1
1;1;1;0.0;2021;20.0;1.0;0.0;1.0;4;1.0;1.0;1.0;50.0;17;9;5;71;71120;2;1;0.0;6.0;46.206781;4.337965;2;1;1
2;2;1;8.0;2021;16.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;11;7;3;56;56151;1;1;0.0;6.0;48.010917;-2.905763;1;2;1
1;1;1;1.0;2021;23.0;2.0;0.0;1.0;3;2.0;2.0;8.0;80.0;25;11;1;4;4112;1;1;1.0;7.0;43.8408;5.74486;9;1;1
1;1;1;1.0;2021;58.0;5.0;2.0;1.0;1;1.0;1.0;1.0;90.0;23;4;1;13;13019;1;1;0.0;3.0;43.42259;5.37195;17;3;2
10;3;2;0.0;2021;14.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;6;10;1;94;94053;2;1;0.0;1.0;48.77729;2.53994;13;3;1
1;1;2;1.0;2021;54.0;2.0;2.0;1.0;3;3.0;1.0;1.0;30.0;6;9;1;56;56098;2;6;0.0;3.0;47.77748;-3.34463;11;2;2
1;1;1;1.0;2021;74.0;2.0;2.0;1.0;2;2.0;1.0;1.0;70.0;6;11;1;988;98803;1;1;0.0;5.0;-21.61999;165.548301;14;5;3
1;1;1;2.0;2021;18.0;1.0;9.0;1.0;3;2.0;1.0;3.0;80.0;30;5;1;22;22384;1;1;0.0;7.0;48.2895;-2.85173;18;1;1
10;3;2;0.0;2021;15.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;14;10;5;80;80021;2;1;0.0;6.0;49.88155;2.28512;19;2;1
1;1;1;1.0;2021;54.0;2.0;2.0;1.0;2;3.0;1.0;1.0;50.0;11;3;1;94;94004;2;1;0.0;4.0;48.75966;2.50035;9;3;3
1;1;1;1.0;2021;40.0;2.0;2.0;1.0;4;2.0;1.0;6.0;30.0;28;9;5;75;75108;2;1;0.0;3.0;48.8695622255;2.310078759;23;2;2
10;3;1;0.0;2021;73.0;1.0;1.0;1.0;3;2.0;1.0;1.0;70.0;8;10;1;62;62735;2;1;0.0;6.0;50.51183;2.70619;17;3;1
1;1;1;2.0;2021;55.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;23;12;2;64;64140;2;1;0.0;3.0;43.52868;-1.47939;7;2;2
10;3;2;0.0;2021;49.0;5.0;1.0;1.0;4;2.0;1.0;8.0;30.0;11;11;5;92;92007;2;1;0.0;6.0;48.7970253818;2.319086194;6;2;1
1;1;1;1.0;2021;54.0;2.0;2.0;1.0;4;1.0;1.0;1.0;50.0;30;9;1;75;75106;2;3;0.0;2.0;48.854192;2.331617;11;2;2
1;1;2;2.0;2021;30.0;1.0;2.0;5.0;4;2.0;1.0;5.0;50.0;8;7;1;75;75112;2;3;0.0;3.0;48.851596;2.374841;15;2;2
1;1;1;1.0;2021;25.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;6;1;5;92;92004;2;1;0.0;3.0;48.9205648191;2.2791112374;20;2;2
1;1;1;2.0;2021;17.0;1.0;2.0;1.0;3;2.0;2.0;1.0;50.0;6;5;1;93;93079;2;1;1.0;1.0;48.951398;2.339216;17;3;2
1;1;1;2.0;2021;49.0;1.0;0.0;1.0;3;2.0;1.0;1.0;90.0;26;6;1;41;41239;1;1;0.0;7.0;47.242444;1.35016;16;1;1
1;1;1;2.0;2021;45.0;1.0;2.0;1.0;3;1.0;1.0;1.0;50.0;25;7;1;67;67180;2;6;0.0;7.0;48.82219;7.79197;11;1;1
1;1;1;8.0;2021;13.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;20;10;1;69;69383;2;1;0.0;3.0;45.7575563113;4.8658047616;16;2;2
1;1;2;1.0;2021;23.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;5;11;2;73;73050;1;4;0.0;3.0;45.666973;5.854136;17;2;2
1;1;1;2.0;2021;50.0;1.0;2.0;5.0;3;3.0;1.0;1.0;50.0;13;6;1;73;73008;2;2;1.0;3.0;45.70594;5.91066;17;2;2
10;3;2;0.0;2021;80.0;3.0;1.0;1.0;4;2.0;2.0;6.0;30.0;27;7;1;75;75120;2;1;1.0;6.0;48.87669;2.407094;16;2;1
10;3;2;0.0;2021;38.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;14;6;1;38;38185;2;3;0.0;6.0;45.19042;5.71588;12;2;1
10;3;1;0.0;2021;44.0;5.0;1.0;1.0;3;2.0;1.0;1.0;50.0;4;4;1;974;97416;1;1;0.0;6.0;-21.282511;55.474857;11;2;1
2;2;2;1.0;2021;62.0;2.0;2.0;1.0;2;3.0;2.0;1.0;110.0;18;9;1;35;35051;1;1;1.0;2.0;48.113866;-1.55364;19;4;2
1;1;2;0.0;2021;75.0;2.0;0.0;1.0;4;2.0;1.0;1.0;50.0;1;11;1;45;45187;2;6;0.0;4.0;47.882643;2.51809;10;4;3
1;1;1;8.0;2021;29.0;2.0;0.0;1.0;2;2.0;1.0;1.0;70.0;30;3;1;971;97129;1;1;0.0;7.0;16.339437;-61.716945;6;1;1
10;3;1;8.0;2021;82.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;8;8;1;75;75119;2;3;0.0;6.0;48.875153;2.373618;20;2;1
1;1;1;2.0;2021;43.0;1.0;0.0;1.0;3;2.0;2.0;1.0;50.0;21;10;1;93;93031;2;1;0.0;7.0;48.95642;2.33199;8;1;1
1;1;1;1.0;2021;36.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;17;5;1;49;49007;2;5;0.0;3.0;47.4545;-0.53407;11;2;2
1;1;1;8.0;2021;54.0;2.0;0.0;1.0;3;2.0;1.0;3.0;70.0;15;6;1;45;45332;1;1;0.0;6.0;47.848845;2.669824;6;1;1
2;2;2;3.0;2021;0.0;2.0;2.0;1.0;3;1.0;1.0;1.0;30.0;20;10;2;92;92040;2;6;0.0;2.0;48.8217487038;2.2500032187;19;3;2
5;2;1;1.0;2021;18.0;2.0;0.0;1.0;3;3.0;2.0;1.0;50.0;16;5;5;50;50129;2;2;0.0;6.0;49.63298;-1.6228;5;3;1
10;3;1;0.0;2021;54.0;2.0;1.0;1.0;3;2.0;1.0;1.0;80.0;3;12;1;68;68155;1;1;0.0;6.0;48.105124;7.301145;11;2;1
1;1;1;8.0;2021;62.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;13;8;1;92;92044;2;2;0.0;3.0;48.8981;2.28515;14;2;2
2;2;2;1.0;2021;73.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;18;6;1;13;13215;2;1;0.0;5.0;43.3602;5.35751;18;7;5
1;1;1;2.0;2021;37.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;29;5;1;83;83034;2;1;0.0;1.0;43.0909511629;6.060566553;17;2;2
2;2;1;2.0;2021;19.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;6;11;2;95;95210;2;3;0.0;3.0;48.9748505939;2.3044561969;17;3;2
1;1;1;1.0;2021;63.0;2.0;2.0;1.0;1;3.0;1.0;1.0;110.0;13;7;1;6;6085;1;1;0.0;5.0;43.583873;6.992283;11;4;4
1;1;1;1.0;2021;44.0;2.0;0.0;1.0;4;2.0;3.0;4.0;50.0;14;10;4;971;97103;2;1;0.0;6.0;16.252948;-61.557067;19;2;1
1;1;1;2.0;2021;23.0;1.0;0.0;1.0;4;2.0;2.0;1.0;50.0;21;11;5;13;13208;2;1;0.0;7.0;43.22793;5.35127;0;1;1
5;2;1;8.0;2021;11.0;3.0;0.0;1.0;4;2.0;1.0;3.0;50.0;16;9;1;53;53054;2;1;0.0;6.0;48.096777;-0.772906;8;6;1
1;1;2;8.0;2021;39.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;14;11;1;49;49046;1;1;0.0;6.0;47.186286;-0.008004;14;1;1
1;1;1;1.0;2021;19.0;2.0;0.0;1.0;1;3.0;2.0;1.0;90.0;26;10;1;93;93078;1;1;0.0;6.0;48.96487;2.5192;8;1;1
10;3;1;0.0;2021;46.0;4.0;1.0;1.0;9;2.0;1.0;8.0;50.0;29;1;5;13;13215;2;9;0.0;6.0;43.3423277196;5.3709670109;22;2;1
1;1;2;8.0;2021;30.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;5;2;1;91;91477;2;9;0.0;3.0;48.711597;2.244616;10;2;2
2;2;2;1.0;2021;25.0;2.0;0.0;1.0;4;2.0;2.0;3.0;80.0;20;11;3;2;2290;1;1;1.0;6.0;49.035195;3.324115;21;2;1
